mode,load,0_mobilenet_v3_large-2,1_resnet152-4,2_vgg19-2
mps-uncap,0.8,5.019426345825195,16.536474227905273,3.718852996826172
mps-uncap,0.9,5.084514617919922,14.415383338928223,3.6954879760742188
mps-uncap,1.0,5.024194717407227,17.123103141784668,3.776431083679199
mps-uncap,0.5,4.987478256225586,13.837337493896484,2.958059310913086
mps-uncap,0.6,4.94694709777832,14.169931411743164,3.2989978790283203
mps-uncap,0.7,4.976511001586914,14.071941375732422,3.4497976303100586
mps-uncap,0.1,10.022521018981934,23.151040077209473,3.2019615173339844
mps-uncap,0.2,6.3506364822387695,15.239953994750977,2.9195547103881836
mps-uncap,0.3,5.151987075805664,14.367818832397461,2.9648542404174805
mps-uncap,0.4,4.990816116333008,13.904809951782227,2.9349327087402344
