mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_vgg11-16
mps-uncap,1.0,0.003337860107421875,0.000476837158203125,0.008106231689453125,0.0007152557373046875
