mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_vgg11-16
mps-uncap,1.0,1476.3188955591622,1476.3160496707371,828.0084650060928,1680.354897770809
