mode,load,0_squeezenet1_1-8,1_vgg11-8,2_vgg13-16
mps-uncap,0.8,38.99216651916504,39.402437210083015,60.875701904296875
mps-uncap,0.9,519.0464258193971,120.46644687652602,967.3256874084473
mps-uncap,1.0,6259.4072341918945,1300.1049518585205,5275.352144241333
mps-uncap,0.5,12.516975402832031,13.302278518676761,24.06101226806641
mps-uncap,0.6,15.280008316040039,18.19934844970704,33.25901031494141
mps-uncap,0.7,24.254083633422848,26.464653015136722,49.13496971130371
mps-uncap,0.1,6.638383865356446,6.91986083984375,15.204238891601568
mps-uncap,0.2,6.99305534362793,8.929967880249023,15.415716171264643
mps-uncap,0.3,8.493423461914062,9.844422340393066,18.622684478759766
mps-uncap,0.4,10.530304908752441,11.351752281188965,19.725847244262695
