mode,load,0_squeezenet1_1-8,1_vgg11-8,2_vgg13-16
mps-uncap,0.8,533.7359678702062,645.1456177688716,1004.9356412824307
mps-uncap,0.9,571.5306794025008,753.5306679171274,1199.4798343244672
mps-uncap,1.0,579.3680479979397,816.2781783600005,1162.2411490383379
mps-uncap,0.5,314.42257734962453,411.8975559177937,644.1102746608549
mps-uncap,0.6,386.1464424909323,493.6551885645841,767.8768164514076
mps-uncap,0.7,453.1569921593141,573.5685645415023,894.8067844159201
mps-uncap,0.1,61.55843971840543,81.59893643689914,126.634743474975
mps-uncap,0.2,128.85309213406993,161.60543723880306,250.8867153523161
mps-uncap,0.3,199.08750632669458,242.672965603836,380.53205884895846
mps-uncap,0.4,257.7788712569297,328.3304185499454,510.12700845107497
