mode,load,0_efficientnet_b5-32,1_efficientnet_b7-16,2_inception_v3-4
mps-uncap,0.8,357.3182916641239,408.40639114379877,217.85060405731213
mps-uncap,0.9,897.3265171051023,1854.467153549194,530.1005625724796
mps-uncap,1.0,5207.929763793945,9247.313222885132,354.50481414794933
mps-uncap,0.5,170.3269243240358,126.40050888061522,47.93756961822508
mps-uncap,0.6,248.18545341491603,233.46054077148443,83.3431386947631
mps-uncap,0.7,234.8772144317626,366.05102777481034,100.71188449859618
mps-uncap,0.1,87.2850871086118,83.91739130020163,37.151432037353516
mps-uncap,0.2,78.69011640548696,93.4829807281494,34.47715759277344
mps-uncap,0.3,89.33395624160761,85.26553153991703,39.047417640686035
mps-uncap,0.4,125.52136421203605,125.53544044494625,41.031239032745376
