mode,load,0_efficientnet_b5-32,1_efficientnet_b7-16,2_inception_v3-4
mps-uncap,0.8,0.01239776611328125,0.011920928955078125,0.011444091796875
mps-uncap,0.9,0.011920928955078125,0.014781951904296875,0.011682510375976562
mps-uncap,1.0,0.0171661376953125,0.013113021850585938,0.011920928955078125
mps-uncap,0.5,0.011920928955078125,0.012636184692382812,0.011920928955078125
mps-uncap,0.6,0.011920928955078125,0.010251998901367188,0.011920928955078125
mps-uncap,0.7,0.012159347534179688,0.01239776611328125,0.0095367431640625
mps-uncap,0.1,0.01430511474609375,0.014066696166992188,0.014543533325195312
mps-uncap,0.2,0.011682510375976562,0.011920928955078125,0.013589859008789062
mps-uncap,0.3,0.01239776611328125,0.012874603271484375,0.011920928955078125
mps-uncap,0.4,0.011444091796875,0.012874603271484375,0.011920928955078125
