mode,load,0_efficientnet_b5-32,1_efficientnet_b7-16,2_inception_v3-4
mps-uncap,0.8,80.8115005493164,86.5405797958374,31.82077407836914
mps-uncap,0.9,176.588773727417,821.5745687484741,130.55849075317383
mps-uncap,1.0,2529.3980836868286,3864.103317260742,80.45172691345215
mps-uncap,0.5,46.048641204833984,49.14140701293945,15.545129776000977
mps-uncap,0.6,49.98040199279785,56.17117881774902,17.464160919189453
mps-uncap,0.7,62.223196029663086,71.79701328277588,20.71988582611084
mps-uncap,0.1,32.25553035736084,36.98456287384033,18.428802490234375
mps-uncap,0.2,32.18519687652588,30.57861328125,16.752243041992188
mps-uncap,0.3,33.31923484802246,30.616044998168945,15.877723693847656
mps-uncap,0.4,40.13371467590332,39.797306060791016,15.70141315460205
