mode,load,0_efficientnet_b5-32,1_efficientnet_b7-16,2_inception_v3-4
mps-uncap,0.8,307.5244092941286,346.91965818405146,190.0831747055054
mps-uncap,0.9,852.0668792724609,1789.4947314262383,502.2342061996461
mps-uncap,1.0,5155.750687122345,9179.570312500002,328.9404535293579
mps-uncap,0.5,131.35498762130746,87.58052349090575,30.085968971252434
mps-uncap,0.6,201.0652923583984,180.5542659759523,57.76167869567868
mps-uncap,0.7,191.14859580993652,337.0134067535395,77.22333908081055
mps-uncap,0.1,42.75549888610803,40.091264247894436,16.871032714843746
mps-uncap,0.2,36.81043624877928,47.51869201660154,16.363792419433594
mps-uncap,0.3,47.299940586090024,53.93327236175539,24.30609226226805
mps-uncap,0.4,85.40780067443826,73.38308334350579,22.387897968292286
