mode,load,0_efficientnet_b5-32,1_efficientnet_b7-16,2_inception_v3-4
mps-uncap,0.8,48.83170127868652,58.25543403625488,21.046876907348633
mps-uncap,0.9,49.395084381103516,66.9090747833252,28.37204933166504
mps-uncap,1.0,52.286505699157715,65.3998851776123,24.314165115356445
mps-uncap,0.5,33.55884552001953,31.9674015045166,12.856245040893555
mps-uncap,0.6,37.83059120178223,42.687177658081055,13.381242752075195
mps-uncap,0.7,46.3566780090332,57.19578266143799,16.350865364074707
mps-uncap,0.1,32.15169906616211,36.899447441101074,18.162012100219727
mps-uncap,0.2,31.95643424987793,29.648303985595703,15.944957733154297
mps-uncap,0.3,32.908082008361816,29.735326766967773,15.180587768554688
mps-uncap,0.4,33.226966857910156,30.576467514038086,14.300227165222168
