mode,load,0_efficientnet_b5-32,1_efficientnet_b7-16,2_inception_v3-4
mps-uncap,0.8,29.441356658935547,27.899503707885742,8.626222610473633
mps-uncap,0.9,29.6475887298584,32.459259033203125,8.813858032226562
mps-uncap,1.0,30.691862106323242,51.51057243347168,9.558677673339844
mps-uncap,0.5,29.321670532226562,27.96196937561035,8.4991455078125
mps-uncap,0.6,29.393434524536133,27.924776077270508,8.683204650878906
mps-uncap,0.7,29.42824363708496,28.116226196289062,8.464813232421875
mps-uncap,0.1,29.584646224975586,29.038667678833008,9.568214416503906
mps-uncap,0.2,29.37006950378418,27.967214584350586,8.4991455078125
mps-uncap,0.3,29.395341873168945,27.80771255493164,8.756399154663086
mps-uncap,0.4,29.355287551879883,27.979612350463867,8.632183074951172
