mode,load,0_efficientnet_b5-32,1_efficientnet_b7-16,2_inception_v3-4
mps-uncap,0.8,392.3203945159912,453.8569450378418,249.50599670410156
mps-uncap,0.9,920.468807220459,1966.9926166534424,662.5943183898926
mps-uncap,1.0,5344.139337539673,9380.546808242798,397.2296714782715
mps-uncap,0.5,173.83551597595215,119.21501159667969,50.60291290283203
mps-uncap,0.6,264.48535919189453,241.17350578308105,108.46257209777832
mps-uncap,0.7,233.9310646057129,387.4657154083252,106.65059089660645
mps-uncap,0.1,54.22830581665039,62.394142150878906,24.535417556762695
mps-uncap,0.2,50.33159255981445,61.50007247924805,31.555652618408203
mps-uncap,0.3,63.3854866027832,76.1721134185791,29.89816665649414
mps-uncap,0.4,140.43927192687988,130.40924072265625,37.15181350708008
