mode,load,0_efficientnet_b5-32,1_efficientnet_b7-16,2_inception_v3-4
mps-uncap,0.8,174.7752666473388,167.77887344360352,76.30934715271
mps-uncap,0.9,587.6013755798344,1527.373194694519,324.2898225784302
mps-uncap,1.0,4553.625059127808,8230.512571334839,170.36385536193853
mps-uncap,0.5,48.265695571899414,40.829324722290046,12.184000015258796
mps-uncap,0.6,68.46499443054208,70.12214660644537,22.535943984985355
mps-uncap,0.7,115.13428688049318,138.21904659271237,28.785228729248058
mps-uncap,0.1,0.05779266357421877,0.052094459533691406,0.05240440368652344
mps-uncap,0.2,4.0062665939331055,5.211162567138676,2.605152130126954
mps-uncap,0.3,21.94926738739015,21.169424057006843,9.929752349853532
mps-uncap,0.4,33.89930725097656,27.31900215148926,10.520410537719732
