mode,load,0_efficientnet_b5-32,1_efficientnet_b7-16,2_inception_v3-4
mps-uncap,0.8,225.42624473571777,224.44949150085446,100.54211616516118
mps-uncap,0.9,636.0157489776612,1588.7719154357908,353.7851333618165
mps-uncap,1.0,4605.377650260926,8295.457458496094,195.8518981933594
mps-uncap,0.5,89.29181098937988,87.28590011596681,28.07426452636719
mps-uncap,0.6,115.05608558654791,121.86064720153817,43.06654930114746
mps-uncap,0.7,157.07473754882812,198.76697063446045,49.630594253540046
mps-uncap,0.1,49.4020700454712,57.424187660217285,22.539854049682617
mps-uncap,0.2,49.0631103515625,55.549192428588874,22.62272834777832
mps-uncap,0.3,58.99007320404054,62.52632141113282,24.575471878051758
mps-uncap,0.4,76.4157772064209,73.53520393371583,26.907658576965336
