mode,load,0_vgg11-32,1_efficientnet_b6-8,2_mobilenet_v2-4
mps-uncap,1.0,12.151956558227539,48.996686935424805,5.126476287841797
mig,1.0,23.025989532470703,35.149335861206055,3.909587860107422
