mode,load,0_vgg11-32,1_efficientnet_b6-8,2_mobilenet_v2-4
mps-uncap,1.0,14.403486251831056,65.42868614196777,16.90378189086914
mig,1.0,24.09801483154297,36.026859283447266,4.215002059936523
