mode,load,0_vgg11-32,1_efficientnet_b6-8,2_mobilenet_v2-4
mps-uncap,1.0,0.0030994415283203125,0.0035762786865234375,0.0021457672119140625
mig,1.0,0.000476837158203125,0.003814697265625,0.000476837158203125
