mode,load,0_vgg11-32,1_efficientnet_b6-8,2_mobilenet_v2-4
mps-uncap,1.0,12.151479721069336,48.9964485168457,5.126476287841797
mig,1.0,23.0257511138916,35.14909744262695,3.909587860107422
