mode,load,0_vgg11-32,1_efficientnet_b6-8,2_mobilenet_v2-4
mps-uncap,1.0,13.47649097442627,60.10603904724121,13.31949234008789
mig,1.0,23.647308349609375,35.73441505432129,3.965139389038086
