mode,load,0_vgg11-32,1_efficientnet_b6-8,2_mobilenet_v2-4
mps-uncap,1.0,13.47661018371582,60.10627746582031,13.31949234008789
mig,1.0,23.647546768188477,35.73465347290039,3.965139389038086
