mode,load,0_densenet201-2,1_mobilenet_v3_small-32,2_resnet101-4
mps-uncap,0.8,20.852088928222656,4.159212112426758,8.98289680480957
mps-uncap,0.9,20.75052261352539,6.420612335205078,9.149551391601562
mps-uncap,1.0,21.178007125854492,5.404949188232422,9.309530258178711
mps-uncap,0.5,21.022558212280273,4.166126251220703,8.807659149169922
mps-uncap,0.6,20.734310150146484,4.171609878540039,9.056329727172852
mps-uncap,0.7,20.288944244384766,4.18853759765625,8.826017379760742
mps-uncap,0.1,20.734548568725586,4.939556121826172,8.985280990600586
mps-uncap,0.2,20.284175872802734,4.160881042480469,8.910655975341797
mps-uncap,0.3,20.477771759033203,4.127264022827148,8.923053741455078
mps-uncap,0.4,20.381689071655273,4.124164581298828,8.868217468261719
