mode,load,0_densenet201-2,1_mobilenet_v3_small-32,2_resnet101-4
mps-uncap,0.8,911.5796089172363,13.593196868896484,37.76049613952637
mps-uncap,0.9,4637.894630432129,3222.9301929473877,1041.6653156280518
mps-uncap,1.0,7840.603351593018,6259.468555450439,3408.118724822998
mps-uncap,0.5,13.353824615478516,2.192974090576172,2.506852149963379
mps-uncap,0.6,27.23860740661621,4.106760025024414,6.591796875
mps-uncap,0.7,84.91909503936768,9.70768928527832,11.274576187133789
mps-uncap,0.1,0.03814697265625,0.02956390380859375,0.030279159545898438
mps-uncap,0.2,0.030994415283203125,0.027418136596679688,0.025987625122070312
mps-uncap,0.3,0.03147125244140625,0.02574920654296875,0.025510787963867188
mps-uncap,0.4,2.711057662963867,0.22327899932861328,0.026941299438476562
