mode,load,0_densenet201-2,1_mobilenet_v3_small-32,2_resnet101-4
mps-uncap,0.8,20.904898643493652,4.227399826049805,9.345054626464844
mps-uncap,0.9,20.804405212402344,4.677057266235352,9.358882904052734
mps-uncap,1.0,20.91991901397705,4.666328430175781,9.308338165283203
mps-uncap,0.5,21.34263515472412,4.357337951660156,9.247541427612305
mps-uncap,0.6,21.047472953796387,4.283428192138672,9.395360946655273
mps-uncap,0.7,20.46680450439453,4.418134689331055,9.270429611206055
mps-uncap,0.1,22.72653579711914,8.981704711914062,15.822529792785645
mps-uncap,0.2,21.766185760498047,6.469488143920898,10.967254638671875
mps-uncap,0.3,21.211862564086914,4.990816116333008,9.731888771057129
mps-uncap,0.4,20.908117294311523,4.393935203552246,9.394168853759766
