mode,load,0_densenet201-2,1_mobilenet_v3_small-32,2_resnet101-4
mps-uncap,0.8,4520.857918262482,86.2848377227783,336.2503528594969
mps-uncap,0.9,9790.871667861938,6813.735151290893,1447.5495719909663
mps-uncap,1.0,14977.843203544617,12629.981560707092,7711.943154335022
mps-uncap,0.5,148.53600263595567,24.21206951141355,45.229413509368875
mps-uncap,0.6,239.90521669387707,37.877950668334854,60.33208370208741
mps-uncap,0.7,566.644778251648,82.57954597473147,125.80262660980235
mps-uncap,0.1,53.51130962371828,22.21059799194336,38.10542345046996
mps-uncap,0.2,55.250597000122085,21.257448196411136,33.83371829986574
mps-uncap,0.3,69.6723556518554,19.776692390441905,31.078848838806163
mps-uncap,0.4,94.24669742584229,19.268496036529545,37.09128379821778
