mode,load,0_densenet201-2,1_mobilenet_v3_small-32,2_resnet101-4
mps-uncap,0.8,0.013113021850585938,0.010013580322265625,0.011920928955078125
mps-uncap,0.9,0.013113021850585938,0.01430511474609375,0.012159347534179688
mps-uncap,1.0,0.013113021850585938,0.013828277587890625,0.012874603271484375
mps-uncap,0.5,0.012636184692382812,0.009775161743164062,0.009775161743164062
mps-uncap,0.6,0.011682510375976562,0.010251998901367188,0.0095367431640625
mps-uncap,0.7,0.012636184692382812,0.009775161743164062,0.009775161743164062
mps-uncap,0.1,0.013113021850585938,0.01430511474609375,0.011920928955078125
mps-uncap,0.2,0.012636184692382812,0.01049041748046875,0.011682510375976562
mps-uncap,0.3,0.01239776611328125,0.010013580322265625,0.009775161743164062
mps-uncap,0.4,0.01239776611328125,0.010251998901367188,0.010013580322265625
