mode,load,0_vgg16-32,1_alexnet-32,2_efficientnet_b6-32
mps-uncap,0.6,46.56171798706055,19.56653594970703,141.5938138961792
mig,0.6,111.79935932159424,20.760107040405277,413.4904146194458
mps-uncap,0.7,56.664466857910156,33.615994453430176,171.30489349365232
mig,0.7,193.83296966552734,28.37846279144287,553.3959865570068
mps-uncap,0.8,61.55433654785156,49.533963203430275,195.975136756897
mig,0.8,210.8982801437378,39.06512260437012,551.6989231109619
mps-uncap,0.9,71.5301990509033,160.51046848297128,262.641716003418
mig,0.9,414.3288135528565,64.91374969482429,1387.1154308319092
mps-uncap,1.0,96.2830781936646,928.1407594680786,612.5355005264282
mig,1.0,1229.6426057815552,356.26721382141113,2433.112621307373
mps-uncap,1.1,107.83228874206546,17135.875296592712,1121.1109161376953
mig,1.1,10038.357257843018,6831.48193359375,8478.654623031616
mps-uncap,1.2,153.7710189819336,26232.83388614655,9651.701760292055
mig,1.2,10838.804364204407,12334.183549880981,16897.46012687683
mps-uncap,1.3,296.23961448669434,38103.75943183899,16260.75530052185
mig,1.3,20790.133452415466,18575.623703002933,17858.191204071045
