mode,load,0_vgg16-32,1_alexnet-32,2_efficientnet_b6-32
mps-uncap,0.6,0.03218650817871094,0.0324249267578125,0.04649162292480469
mig,0.6,7.10749626159668,2.566814422607422,52.83498764038086
mps-uncap,0.7,0.032901763916015625,1.5497207641601562,0.046253204345703125
mig,0.7,26.772022247314453,4.827380180358887,92.87548065185547
mps-uncap,0.8,0.03361701965332031,5.009889602661133,0.033855438232421875
mig,0.8,38.567304611206055,7.635354995727539,135.467529296875
mps-uncap,0.9,2.402067184448242,20.07889747619629,12.168645858764648
mig,0.9,125.04053115844727,17.098665237426758,530.9286117553711
mps-uncap,1.0,13.02480697631836,325.70457458496094,112.49041557312012
mig,1.0,537.9129648208618,213.38629722595215,1395.860195159912
mps-uncap,1.1,19.484519958496094,8870.851516723633,283.5242748260498
mig,1.1,6199.795246124268,3569.0261125564575,5145.561218261719
mps-uncap,1.2,29.976844787597656,14223.151803016663,7177.704334259033
mig,1.2,5585.139989852905,6246.5715408325195,10213.24348449707
mps-uncap,1.3,80.4452896118164,21286.508083343506,9196.415424346924
mig,1.3,11743.239879608154,10322.868585586548,11885.550260543823
