mode,load,0_vgg16-32,1_alexnet-32,2_efficientnet_b6-32
mps-uncap,0.6,36.112070083618164,24.152517318725586,173.6443042755127
mig,0.6,47.78647422790527,21.718263626098633,140.37847518920898
mps-uncap,0.7,36.52667999267578,23.539066314697266,175.2619743347168
mig,0.7,47.190189361572266,13.075113296508789,142.26794242858887
mps-uncap,0.8,34.44337844848633,21.971464157104492,193.52221488952637
mig,0.8,47.44219779968262,12.412309646606445,142.20952987670898
mps-uncap,0.9,39.25657272338867,25.937557220458984,185.4867935180664
mig,0.9,47.48821258544922,12.686729431152344,141.44515991210938
mps-uncap,1.0,38.11979293823242,24.777650833129883,188.26627731323242
mig,1.0,49.205780029296875,12.84027099609375,142.29154586791992
mps-uncap,1.1,36.85283660888672,25.05779266357422,189.48888778686523
mig,1.1,47.68061637878418,16.238689422607422,142.49920845031738
mps-uncap,1.2,36.70549392700195,24.80626106262207,202.0583152770996
mig,1.2,48.33698272705078,22.891998291015625,143.3846950531006
mps-uncap,1.3,37.383317947387695,24.11484718322754,191.61391258239746
mig,1.3,47.66678810119629,12.300252914428711,143.34893226623535
