mode,load,0_vgg16-32,1_alexnet-32,2_efficientnet_b6-32
mps-uncap,0.6,20.992279052734375,12.290000915527346,61.08591556549072
mig,0.6,69.63253021240234,13.961696624755861,279.1593074798584
mps-uncap,0.7,30.174732208251953,25.906729698181177,90.00132083892821
mig,0.7,151.41043663024902,21.537375450134274,419.09098625183105
mps-uncap,0.8,35.649681091308594,42.33164787292482,102.03571319580078
mig,0.8,167.89674758911133,31.986236572265625,417.7367687225342
mps-uncap,0.9,43.77098083496092,152.8294563293458,163.10391426086426
mig,0.9,371.0834503173828,58.00542831420899,1251.3407230377197
mps-uncap,1.0,66.82260036468507,921.2527275085449,520.0468063354493
mig,1.0,1186.4226102828982,349.18737411499023,2296.696138381958
mps-uncap,1.1,78.80530357360843,17128.92816066742,1007.7475309371948
mig,1.1,9994.652032852173,6824.238634109498,8341.00570678711
mps-uncap,1.2,125.23603439331055,26226.877570152283,9565.543508529663
mig,1.2,10794.946360588072,12327.34146118164,16759.574365615845
mps-uncap,1.3,266.3233280181885,38095.083713531494,16143.822193145752
mig,1.3,20747.111439704895,18568.616724014282,17721.0063457489
