mode,load,0_vgg16-32,1_alexnet-32,2_efficientnet_b6-32
mps-uncap,0.6,24.444580078125,5.778789520263672,71.17164134979248
mig,0.6,49.159884452819824,9.685277938842773,186.81764602661133
mps-uncap,0.7,26.511549949645996,7.8209638595581055,83.61661434173584
mig,0.7,69.43225860595703,11.628985404968262,228.16455364227295
mps-uncap,0.8,28.31411361694336,12.450456619262695,92.20671653747559
mig,0.8,80.86538314819336,14.614105224609375,271.20113372802734
mps-uncap,0.9,31.29100799560547,27.46295928955078,123.99411201477051
mig,0.9,167.05012321472168,24.111270904541016,667.0198440551758
mps-uncap,1.0,40.11881351470947,332.64732360839844,214.7200107574463
mig,1.0,581.4476013183594,220.35741806030273,1532.9694747924805
mps-uncap,1.1,47.72782325744629,8876.678943634033,390.5487060546875
mig,1.1,6243.198871612549,3575.9353637695312,5281.548023223877
mps-uncap,1.2,58.26520919799805,14236.414670944214,7285.003066062927
mig,1.2,5628.365516662598,6253.815412521362,10350.383043289185
mps-uncap,1.3,110.21184921264648,21293.028354644775,9308.220386505127
mig,1.3,11786.62896156311,10329.63752746582,12021.674394607544
