mode,load,0_vgg16-32,1_alexnet-32,2_efficientnet_b6-32
mps-uncap,0.6,19.231557846069336,2.321004867553711,38.63930702209473
mig,0.6,40.688514709472656,5.997180938720703,131.76774978637695
mps-uncap,0.7,19.345521926879883,2.3195743560791016,38.504838943481445
mig,0.7,40.73524475097656,5.98597526550293,131.84404373168945
mps-uncap,0.8,19.260883331298828,2.337217330932617,39.492130279541016
mig,0.8,40.54760932922363,6.003856658935547,131.68644905090332
mps-uncap,0.9,19.42729949951172,2.327442169189453,40.02857208251953
mig,0.9,40.636539459228516,6.039857864379883,132.54380226135254
mps-uncap,1.0,19.912004470825195,2.3565292358398438,43.166160583496094
mig,1.0,41.19372367858887,6.2713623046875,134.75322723388672
mps-uncap,1.1,21.516084671020508,4.379034042358398,42.5114631652832
mig,1.1,41.12362861633301,6.0672760009765625,135.0860595703125
mps-uncap,1.2,21.624326705932617,2.695322036743164,54.17990684509277
mig,1.2,41.457176208496094,6.524085998535156,134.2141628265381
mps-uncap,1.3,22.245407104492188,2.8498172760009766,48.27427864074707
mig,1.3,42.01698303222656,6.339073181152344,135.6658935546875
