mode,load,0_vgg16-32,1_alexnet-32,2_efficientnet_b6-32
mps-uncap,0.6,19.197463989257812,2.286672592163086,38.620710372924805
mig,0.6,40.65895080566406,5.967617034912109,131.6065788269043
mps-uncap,0.7,19.3178653717041,2.304553985595703,38.47551345825195
mig,0.7,40.563344955444336,5.959033966064453,131.82473182678223
mps-uncap,0.8,19.232988357543945,2.304553985595703,39.472103118896484
mig,0.8,40.53068161010742,5.988359451293945,131.64138793945312
mps-uncap,0.9,19.407987594604492,2.3016929626464844,38.81096839904785
mig,0.9,40.58384895324707,5.990505218505859,132.1086883544922
mps-uncap,1.0,19.895315170288086,2.2916793823242188,43.141841888427734
mig,1.0,40.90166091918945,6.098747253417969,131.73484802246094
mps-uncap,1.1,21.494626998901367,2.302885055541992,42.49095916748047
mig,1.1,40.7252311706543,6.03032112121582,132.55643844604492
mps-uncap,1.2,21.596908569335938,2.5184154510498047,38.97905349731445
mig,1.2,41.33462905883789,6.199121475219727,133.55326652526855
mps-uncap,1.3,22.225379943847656,2.5408267974853516,41.90421104431152
mig,1.3,41.36371612548828,6.087303161621094,131.84571266174316
