mode,load,0_inception_v3-4,1_inception_v3-4
mig,0.1,0.05340576171875,0.05245208740234375
mig,0.2,0.04935264587402344,0.0476837158203125
mig,0.3,0.04172325134277344,0.04279613494873047
mig,0.4,0.045299530029296875,0.04410743713378906
mig,0.5,1.000523567199707,1.051187515258789
mig,0.6,2.1479129791259766,1.9726753234863281
mig,0.7,3.8290023803710938,4.018545150756836
mig,0.8,7.105588912963867,5.993008613586426
mig,0.9,12.24970817565918,20.762205123901367
mig,1.0,616.0826683044434,1498.684287071228
