mode,load,0_inception_v3-4,1_inception_v3-4
mig,0.1,81.65870203281355,77.75752143684159
mig,0.2,157.99373306486672,151.08250693626908
mig,0.3,234.16733582218546,235.63036814925303
mig,0.4,318.8951323649521,316.14328576414147
mig,0.5,401.4001040902035,392.85868963255956
mig,0.6,475.3715840080407,464.95023445287995
mig,0.7,559.1788657519593,568.7508155890636
mig,0.8,648.0201576965393,626.2235779793664
mig,0.9,714.3364555863051,718.4871438543156
mig,1.0,793.455916163473,770.0327355158381
