mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-32,2_resnet50-8
mps-uncap,0.8,0.010251998901367188,0.008821487426757812,0.0095367431640625
mps-uncap,0.9,0.011682510375976562,0.009059906005859375,0.009775161743164062
mps-uncap,1.0,0.011444091796875,0.008821487426757812,0.011920928955078125
mps-uncap,0.5,0.009775161743164062,0.010728836059570312,0.008821487426757812
mps-uncap,0.6,0.011920928955078125,0.009298324584960938,0.008821487426757812
mps-uncap,0.7,0.011682510375976562,0.008106231689453125,0.008106231689453125
mps-uncap,0.1,0.017404556274414062,0.010967254638671875,0.012159347534179688
mps-uncap,0.2,0.012636184692382812,0.010251998901367188,0.010728836059570312
mps-uncap,0.3,0.011920928955078125,0.011444091796875,0.010967254638671875
mps-uncap,0.4,0.01049041748046875,0.010728836059570312,0.01049041748046875
