mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-32,2_resnet50-8
mps-uncap,0.8,8.355140686035156,2.7310848236083984,3.818988800048828
mps-uncap,0.9,8.50677490234375,2.706289291381836,3.8318634033203125
mps-uncap,1.0,8.727788925170898,2.705812454223633,3.8001537322998047
mps-uncap,0.5,8.496999740600586,2.7129650115966797,3.8270950317382812
mps-uncap,0.6,8.435249328613281,2.7260780334472656,3.7996768951416016
mps-uncap,0.7,8.580207824707031,2.726316452026367,3.796815872192383
mps-uncap,0.1,8.933067321777344,2.7332305908203125,3.816366195678711
mps-uncap,0.2,8.655309677124023,2.7332305908203125,3.8056373596191406
mps-uncap,0.3,8.63337516784668,2.701997756958008,3.839731216430664
mps-uncap,0.4,8.717775344848633,2.7260780334472656,3.805875778198242
