mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-32,2_resnet50-8
mps-uncap,0.8,14.247505664825438,5.125885009765625,7.017204761505128
mps-uncap,0.9,14.413523674011232,5.14984130859375,7.0359039306640625
mps-uncap,1.0,15.843496322631836,4.910569190979004,7.338695526123047
mps-uncap,0.5,17.18318462371826,6.401638984680176,6.9559693336486825
mps-uncap,0.6,16.202301979064938,6.015777587890625,6.826901435852051
mps-uncap,0.7,16.16124153137207,5.416464805603024,6.930768489837645
mps-uncap,0.1,22.68532514572144,7.246680259704589,7.5142765045166
mps-uncap,0.2,23.567366600036628,7.36160755157471,7.313783168792725
mps-uncap,0.3,22.5898003578186,7.191038131713866,7.032656669616697
mps-uncap,0.4,19.52853441238401,7.024359703063964,7.030744552612304
