mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-32,2_resnet50-8
mps-uncap,0.8,4.638314247131348,2.3260116577148438,4.137277603149414
mps-uncap,0.9,10.068893432617188,5.45191764831543,11.42573356628418
mps-uncap,1.0,66.35904312133789,11.743903160095215,486.38010025024414
mps-uncap,0.5,0.050187110900878906,0.04839897155761719,0.04291534423828125
mps-uncap,0.6,0.04982948303222656,0.2104043960571289,0.5390644073486328
mps-uncap,0.7,1.3221502304077148,0.7321834564208984,1.7818212509155273
mps-uncap,0.1,0.06091594696044922,0.05125999450683594,0.05459785461425781
mps-uncap,0.2,0.05829334259033203,0.0514984130859375,0.046253204345703125
mps-uncap,0.3,0.04935264587402344,0.049591064453125,0.0476837158203125
mps-uncap,0.4,0.04279613494873047,0.049114227294921875,0.04673004150390625
