mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-32,2_resnet50-8
mps-uncap,0.8,109.68708992004395,45.044660568237305,57.851314544677734
mps-uncap,0.9,113.60287666320801,68.06135177612305,131.38103485107422
mps-uncap,1.0,382.26914405822754,108.88195037841797,1106.964111328125
mps-uncap,0.5,50.46224594116211,27.608156204223633,21.727561950683594
mps-uncap,0.6,49.069881439208984,32.49073028564453,334.2142105102539
mps-uncap,0.7,67.82913208007812,26.948928833007812,42.68503189086914
mps-uncap,0.1,21.561861038208008,12.501716613769531,9.598016738891602
mps-uncap,0.2,30.699491500854492,17.319679260253906,15.435934066772461
mps-uncap,0.3,35.85410118103027,18.998384475708008,18.36848258972168
mps-uncap,0.4,35.83359718322754,27.899980545043945,21.2709903717041
