mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-32,2_resnet50-8
mps-uncap,0.8,63.225188255309945,28.149218559265197,39.83625650405885
mps-uncap,0.9,80.25814294815063,51.6124963760376,90.81521987915042
mps-uncap,1.0,326.80047512054443,79.81584787368774,1051.4360284805298
mps-uncap,0.5,29.89405155181884,13.570477962493893,14.036397933960012
mps-uncap,0.6,28.8722229003906,15.929815769195555,19.6850562095642
mps-uncap,0.7,42.26589918136594,14.762825965881309,23.220095634460435
mps-uncap,0.1,19.030325412750255,6.658043861389157,6.233825683593748
mps-uncap,0.2,23.301577568054213,10.11865615844727,8.055915832519531
mps-uncap,0.3,25.977087020874023,12.86618709564209,11.391234397888162
mps-uncap,0.4,22.726213932037354,14.811682701110838,12.812232971191404
