mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-32,2_resnet50-8
mps-uncap,0.8,122.01380729675293,50.00114440917969,62.88623809814453
mps-uncap,0.9,126.6016960144043,72.58486747741699,137.27307319641113
mps-uncap,1.0,396.69013023376465,112.91146278381348,1113.0080223083496
mps-uncap,0.5,59.122323989868164,31.542062759399414,25.97951889038086
mps-uncap,0.6,60.16135215759277,35.446882247924805,339.82396125793457
mps-uncap,0.7,78.81689071655273,29.74224090576172,47.44887351989746
mps-uncap,0.1,42.505741119384766,18.388032913208008,15.603065490722656
mps-uncap,0.2,44.618844985961914,23.743629455566406,21.52228355407715
mps-uncap,0.3,49.89457130432129,25.08068084716797,24.26004409790039
mps-uncap,0.4,45.888423919677734,31.737089157104492,27.43053436279297
