mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-32,2_resnet50-8
mps-uncap,0.8,15.72275161743164,6.268024444580078,9.520649909973145
mps-uncap,0.9,21.868586540222168,9.708046913146973,17.270326614379883
mps-uncap,1.0,80.0938606262207,16.046881675720215,492.5496578216553
mps-uncap,0.5,14.24407958984375,5.806922912597656,6.210803985595703
mps-uncap,0.6,13.09657096862793,5.126595497131348,6.287693977355957
mps-uncap,0.7,14.60278034210205,4.85539436340332,6.865739822387695
mps-uncap,0.1,20.8590030670166,6.360769271850586,6.6585540771484375
mps-uncap,0.2,16.9905424118042,6.553411483764648,6.461501121520996
mps-uncap,0.3,15.697240829467773,6.46209716796875,6.511449813842773
mps-uncap,0.4,14.64700698852539,6.157159805297852,6.471991539001465
