mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,18.51367950439453,131.61087036132812,12.713909149169922
mig,0.6,39.02411460876465,130.19704818725586,69.21696662902832
mps-uncap,0.7,18.787622451782227,198.13132286071777,15.851497650146484
mig,0.7,60.27078628540039,166.8076515197754,92.2541618347168
mps-uncap,0.8,23.259639739990234,416.6529178619385,18.845796585083008
mig,0.8,415.26007652282715,265.7151222229004,121.84882164001465
mps-uncap,0.9,27.199745178222656,646.5892791748047,18.25094223022461
mig,0.9,1480.5755615234375,546.0448265075684,470.6895351409912
mps-uncap,1.0,42.07968711853027,8956.911325454712,18.40972900390625
mig,1.0,2358.2944869995117,1234.961986541748,553.7168979644775
mps-uncap,1.1,88.00148963928223,16829.8819065094,25.011301040649414
mig,1.1,6775.338172912598,7093.882083892822,7382.730484008789
mps-uncap,1.2,154.8914909362793,27920.167922973633,32.891035079956055
mig,1.2,14086.419820785522,16218.974351882935,14703.380823135376
mps-uncap,1.3,6211.495637893677,28675.527095794678,40.46344757080078
mig,1.3,19165.75336456299,19565.145254135132,20580.673217773438
