mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,2.8824806213378906,29.5259952545166,3.9107799530029297
mig,0.6,4.331350326538086,27.300715446472168,13.875603675842285
mps-uncap,0.7,2.758026123046875,38.66434097290039,3.9904117584228516
mig,0.7,5.131244659423828,33.43629837036133,17.149925231933594
mps-uncap,0.8,3.1185150146484375,65.28222560882568,4.1961669921875
mig,0.8,6.634712219238281,48.05350303649902,24.16849136352539
mps-uncap,0.9,3.5958290100097656,97.8153944015503,4.382133483886719
mig,0.9,10.643839836120605,75.96206665039062,45.19534111022949
mps-uncap,1.0,4.554271697998047,4574.526429176331,4.539370536804199
mig,1.0,32.70721435546875,474.0605354309082,171.68068885803223
mps-uncap,1.1,9.298324584960938,8927.916884422302,4.758238792419434
mig,1.1,1889.686107635498,2541.457176208496,3290.4484272003174
mps-uncap,1.2,24.260997772216797,14627.404808998108,5.146503448486328
mig,1.2,5816.580772399902,7935.738563537598,7335.835337638855
mps-uncap,1.3,2706.64644241333,14637.359619140625,5.561113357543945
mig,1.3,8169.157385826111,9867.267370223999,10014.769911766052
