mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,0.010967254638671875,0.01430511474609375,0.012636184692382812
mig,0.6,0.011444091796875,0.01430511474609375,0.013113021850585938
mps-uncap,0.7,0.011205673217773438,0.011920928955078125,0.0133514404296875
mig,0.7,0.010967254638671875,0.01430511474609375,0.013113021850585938
mps-uncap,0.8,0.010967254638671875,0.012874603271484375,0.012636184692382812
mig,0.8,0.01049041748046875,0.014543533325195312,0.0133514404296875
mps-uncap,0.9,0.010728836059570312,0.012636184692382812,0.011444091796875
mig,0.9,0.011205673217773438,0.015020370483398438,0.011205673217773438
mps-uncap,1.0,0.011205673217773438,0.017881393432617188,0.011682510375976562
mig,1.0,0.011682510375976562,0.015020370483398438,0.013589859008789062
mps-uncap,1.1,0.011205673217773438,0.018596649169921875,0.010967254638671875
mig,1.1,0.013113021850585938,0.021457672119140625,0.014543533325195312
mps-uncap,1.2,0.011444091796875,0.01811981201171875,0.012636184692382812
mig,1.2,0.0133514404296875,0.02193450927734375,0.016689300537109375
mps-uncap,1.3,0.013113021850585938,0.019073486328125,0.011682510375976562
mig,1.3,0.014066696166992188,0.018835067749023438,0.017404556274414062
