mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,5.11240959167481,24.964523315429688,5.791425704956058
mig,0.6,5.315425395965576,22.760546207427982,11.232342720031738
mps-uncap,0.7,4.795846939086922,27.900371551513665,5.6899261474609375
mig,0.7,5.2625274658203125,21.827430725097656,11.157312393188478
mps-uncap,0.8,4.569177627563474,29.452588558197018,5.68272590637207
mig,0.8,5.08376121520996,22.18013763427734,11.017339229583738
mps-uncap,0.9,4.323749542236322,30.97373008728027,5.5803060531616175
mig,0.9,4.5299530029296875,22.072196006774902,10.718297958374016
mps-uncap,1.0,3.8156986236572292,33.005034923553474,5.436556339263916
mig,1.0,4.150390625,21.671714782714858,10.552763938903809
mps-uncap,1.1,3.955464363098144,30.498189926147464,5.358848571777342
mig,1.1,4.1385722160339355,21.828656196594242,10.540614128112793
mps-uncap,1.2,3.70368480682373,37.31903314590454,5.351133346557614
mig,1.2,4.1434621810913095,21.843810081481926,10.538837909698486
mps-uncap,1.3,3.847947120666504,32.18701362609863,5.357460975646973
mig,1.3,4.148442745208739,21.436536312103264,10.549306869506836
