mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,17.107725143432617,27.34661102294922,8.773565292358398
mig,0.6,14.375925064086914,31.385421752929688,20.861148834228516
mps-uncap,0.7,20.20120620727539,33.25676918029785,10.543584823608398
mig,0.7,11.087417602539062,29.506444931030273,21.252870559692383
mps-uncap,0.8,18.784284591674805,36.315202713012695,20.138025283813477
mig,0.8,11.151790618896484,28.687000274658203,18.971920013427734
mps-uncap,0.9,12.069940567016602,37.89353370666504,8.495569229125977
mig,0.9,17.76432991027832,29.420137405395508,17.174482345581055
mps-uncap,1.0,10.686635971069336,39.403438568115234,12.26186752319336
mig,1.0,18.20087432861328,26.16262435913086,23.390531539916992
mps-uncap,1.1,15.141963958740234,34.02090072631836,16.684532165527344
mig,1.1,11.530637741088867,31.174182891845703,19.84572410583496
mps-uncap,1.2,10.31804084777832,44.01898384094238,15.909910202026367
mig,1.2,16.738176345825195,32.32073783874512,21.218299865722656
mps-uncap,1.3,14.079093933105469,34.92856025695801,15.55323600769043
mig,1.3,18.51820945739746,30.552387237548828,24.714231491088867
