mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,12.865734100341818,112.40987777709971,9.810447692871094
mig,0.6,20.30767917633051,97.72481918334967,54.324257373809814
mps-uncap,0.7,12.115974426269535,146.5056896209714,11.024069786071768
mig,0.7,32.949104309082024,141.4821934700013,70.90768814086914
mps-uncap,0.8,13.735218048095701,347.89335966110184,12.789392471313505
mig,0.8,391.4992094039916,232.2459793090819,96.19791269302362
mps-uncap,0.9,16.468696594238274,458.86233091354364,14.138522148132315
mig,0.9,1430.174593925476,512.1160745620728,411.9543075561521
mps-uncap,1.0,24.532485008239767,8907.268488407135,14.88423347473145
mig,1.0,2297.7375388145447,1174.7385239601138,516.9877290725705
mps-uncap,1.1,59.15080070495604,16687.570977211,17.12384939193725
mig,1.1,6708.439991474152,6878.101382255557,7334.115164279938
mps-uncap,1.2,125.00812530517577,27694.51622247696,19.990530014038075
mig,1.2,13955.108585357668,16012.041268348692,14524.03222322464
mps-uncap,1.3,6135.576529502869,28484.728429317474,24.152555465698235
mig,1.3,18970.72176218033,19303.030610084534,20394.92337703705
