mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,1.4710426330566406,20.311355590820312,2.628803253173828
mig,0.6,2.485990524291992,20.192623138427734,9.604454040527344
mps-uncap,0.7,1.4410018920898438,20.21932601928711,2.616405487060547
mig,0.7,2.485990524291992,19.642114639282227,9.603738784790039
mps-uncap,0.8,1.4495849609375,20.37835121154785,2.662181854248047
mig,0.8,2.4805068969726562,20.120620727539062,9.593486785888672
mps-uncap,0.9,1.4483928680419922,19.928932189941406,2.6285648345947266
mig,0.9,2.485990524291992,20.52617073059082,9.595155715942383
mps-uncap,1.0,1.5232563018798828,20.67852020263672,2.6772022247314453
mig,1.0,2.4862289428710938,20.211458206176758,9.59920883178711
mps-uncap,1.1,1.5621185302734375,20.2791690826416,2.826690673828125
mig,1.1,2.4831295013427734,20.202159881591797,9.594917297363281
mps-uncap,1.2,1.5277862548828125,20.13254165649414,2.778291702270508
mig,1.2,2.4886131286621094,20.297765731811523,9.613275527954102
mps-uncap,1.3,1.6257762908935547,20.242691040039062,2.9785633087158203
mig,1.3,2.4824142456054688,20.07007598876953,9.603023529052734
