mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,1.5032291412353516,20.39957046508789,2.645254135131836
mig,0.6,2.506256103515625,20.297765731811523,9.618520736694336
mps-uncap,0.7,1.455545425415039,20.339012145996094,2.6426315307617188
mig,0.7,2.50244140625,19.753456115722656,9.628534317016602
mps-uncap,0.8,1.470327377319336,20.53093910217285,2.6748180389404297
mig,0.8,2.505779266357422,20.261049270629883,9.629011154174805
mps-uncap,0.9,1.482248306274414,20.057201385498047,2.645730972290039
mig,0.9,2.5103092193603516,20.60079574584961,9.662389755249023
mps-uncap,1.0,1.653909683227539,21.029233932495117,2.694368362426758
mig,1.0,2.583026885986328,20.465850830078125,9.68027114868164
mps-uncap,1.1,1.6536712646484375,22.978544235229492,2.866029739379883
mig,1.1,2.6793479919433594,20.695209503173828,9.685993194580078
mps-uncap,1.2,1.6758441925048828,21.045923233032227,2.7942657470703125
mig,1.2,2.5589466094970703,21.079063415527344,9.634256362915039
mps-uncap,1.3,1.6512870788574219,21.67534828186035,2.995729446411133
mig,1.3,2.6693344116210938,20.67422866821289,9.68170166015625
