mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,3.3614635467529297,22.86076545715332,4.719018936157227
mig,0.6,3.731966018676758,21.410465240478516,10.320401191711426
mps-uncap,0.7,3.0612945556640625,23.428630828857422,4.589080810546875
mig,0.7,3.720998764038086,20.682263374328613,10.268831253051758
mps-uncap,0.8,3.0758619308471684,24.06134605407715,4.633951187133789
mig,0.8,3.7124156951904297,21.09384536743164,10.190963745117188
mps-uncap,0.9,3.0901432037353516,24.906277656555172,4.69365119934082
mig,0.9,3.7136077880859375,21.32248878479004,10.062456130981445
mps-uncap,1.0,3.1099319458007812,26.320576667785645,4.711651802062988
mig,1.0,3.246307373046875,20.979881286621094,10.04338264465332
mps-uncap,1.1,3.390073776245117,25.627732276916504,4.800558090209961
mig,1.1,3.2091140747070312,21.42319679260254,10.038375854492188
mps-uncap,1.2,3.180694580078126,30.342650413513184,4.83245849609375
mig,1.2,3.2253265380859375,20.9104061126709,10.040521621704102
mps-uncap,1.3,3.411531448364258,28.077101707458496,4.815340042114258
mig,1.3,3.2806158065795894,20.55370807647705,10.047674179077148
