mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,1.962900161743164,21.129608154296875,3.6602020263671875
mig,0.6,2.7164220809936523,20.678400993347168,9.714603424072266
mps-uncap,0.7,1.859426498413086,21.018505096435547,3.713846206665039
mig,0.7,2.7666091918945312,20.055174827575684,9.715795516967773
mps-uncap,0.8,1.9211769104003906,21.178007125854492,3.934144973754883
mig,0.8,2.7763843536376953,20.524978637695312,9.735465049743652
mps-uncap,0.9,1.9905567169189453,20.839333534240723,4.060983657836914
mig,0.9,2.781391143798828,20.737409591674805,9.74130630493164
mps-uncap,1.0,2.053499221801758,21.795153617858887,4.186511039733887
mig,1.0,2.7856826782226562,20.405292510986328,9.7503662109375
mps-uncap,1.1,2.182483673095703,21.61848545074463,4.297137260437012
mig,1.1,2.7923583984375,20.415306091308594,9.761929512023926
mps-uncap,1.2,2.1953582763671875,22.87590503692627,4.379034042358398
mig,1.2,2.8243064880371094,20.494699478149414,9.778261184692383
mps-uncap,1.3,2.2971630096435547,22.49133586883545,4.35948371887207
mig,1.3,2.791166305541992,20.28512954711914,9.772419929504395
