mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,0.030279159545898438,8.569717407226562,0.0171661376953125
mig,0.6,1.2392997741699219,6.633520126342773,4.051804542541504
mps-uncap,0.7,0.07557868957519531,17.392635345458984,0.017881393432617188
mig,0.7,2.202749252319336,13.371467590332031,7.3108673095703125
mps-uncap,0.8,0.7860660552978516,43.75159740447998,0.017404556274414062
mig,0.8,3.771066665649414,27.35161781311035,14.371395111083984
mps-uncap,0.9,1.3763904571533203,75.4857063293457,0.017642974853515625
mig,0.9,7.814526557922363,55.269718170166016,35.36224365234375
mps-uncap,1.0,2.2526979446411133,4550.595283508301,0.01811981201171875
mig,1.0,29.883503913879395,453.63354682922363,161.9102954864502
mps-uncap,1.1,6.782412528991699,8905.917167663574,0.017881393432617188
mig,1.1,1886.8345022201538,2521.1808681488037,3280.7235717773438
mps-uncap,1.2,21.869659423828125,14603.093028068542,0.5486011505126953
mig,1.2,5813.811779022217,7915.220141410828,7326.091289520264
mps-uncap,1.3,2703.887701034546,14612.923502922058,1.1587142944335938
mig,1.3,8166.167140007019,9847.0299243927,10004.907608032227
