mode,load,0_alexnet-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.6,21.39568328857422,152.21071243286133,17.290830612182617
mig,0.6,42.74868965148926,151.22199058532715,79.6363353729248
mps-uncap,0.7,21.858692169189453,218.72758865356445,19.75846290588379
mig,0.7,64.41807746887207,186.6142749786377,102.20122337341309
mps-uncap,0.8,25.19679069519043,437.2673034667969,23.09703826904297
mig,0.8,419.2817211151123,286.27943992614746,131.6816806793213
mps-uncap,0.9,29.03437614440918,668.1866645812988,22.561311721801758
mig,0.9,1483.2384586334229,567.4035549163818,480.7319641113281
mps-uncap,1.0,43.89548301696777,8978.82866859436,22.946596145629883
mig,1.0,2361.1440658569336,1255.4073333740234,563.3940696716309
mps-uncap,1.1,90.61861038208008,16852.837085723877,29.494047164916992
mig,1.1,6778.329849243164,7115.35906791687,7392.472267150879
mps-uncap,1.2,157.0131778717041,27940.66882133484,37.32919692993164
mig,1.2,14089.263200759888,16240.816116333008,14713.063955307007
mps-uncap,1.3,6213.325500488281,28695.880889892578,45.2427864074707
mig,1.3,19169.342279434204,19586.36736869812,20590.413093566895
