mode,load,0_densenet169-2,1_efficientnet_b5-4,2_resnet101-16
mps-uncap,0.8,18.523454666137695,19.7293758392334,16.12710952758789
mps-uncap,0.9,18.518447875976562,18.539905548095703,16.761064529418945
mps-uncap,1.0,18.06330680847168,19.077062606811523,15.201568603515625
mps-uncap,0.5,20.474910736083984,21.75116539001465,14.184236526489258
mps-uncap,0.6,19.597768783569336,22.23515510559082,13.916730880737305
mps-uncap,0.7,20.14613151550293,18.162965774536133,14.600992202758789
mps-uncap,0.1,27.7402400970459,24.835824966430664,15.383720397949219
mps-uncap,0.2,28.6102294921875,24.888277053833008,13.726472854614258
mps-uncap,0.3,27.094364166259766,25.061368942260742,14.945030212402344
mps-uncap,0.4,27.657270431518555,23.7276554107666,14.117717742919922
