mode,load,0_densenet169-2,1_efficientnet_b5-4,2_resnet101-16
mps-uncap,0.8,15.628623962402344,16.593527793884277,13.682341575622559
mps-uncap,0.9,16.039824485778812,16.796588897705078,13.823747634887695
mps-uncap,1.0,16.43514633178711,17.229747772216797,13.995170593261719
mps-uncap,0.5,17.551898956298828,16.175317764282227,13.083457946777344
mps-uncap,0.6,16.36209487915039,16.446614265441895,13.293671607971191
mps-uncap,0.7,15.680336952209474,16.421985626220703,13.440370559692383
mps-uncap,0.1,25.632381439208984,23.379802703857422,12.934446334838867
mps-uncap,0.2,25.206565856933594,23.633360862731934,12.871980667114258
mps-uncap,0.3,18.484830856323242,20.988559722900398,12.971901893615724
mps-uncap,0.4,18.044233322143555,17.04003810882568,12.88914680480957
