mode,load,0_densenet161-8,1_mobilenet_v3_large-32,2_squeezenet1_0-4
mps-uncap,0.8,10.564804077148438,4.828214645385742,1.1646747589111328
mps-uncap,0.9,10.52403450012207,4.82487678527832,1.150369644165039
mps-uncap,1.0,10.658502578735352,4.806995391845703,1.1518001556396484
mps-uncap,0.5,10.528564453125,4.826068878173828,1.1556148529052734
mps-uncap,0.6,10.633468627929688,4.829883575439453,1.1513233184814453
mps-uncap,0.7,10.55145263671875,4.833698272705078,1.1646747589111328
mps-uncap,0.1,10.629653930664062,4.829883575439453,1.1677742004394531
mps-uncap,0.2,10.53619384765625,4.832744598388672,1.155853271484375
mps-uncap,0.3,10.58650016784668,4.807949066162109,1.1539459228515625
mps-uncap,0.4,10.52093505859375,4.832744598388672,1.1641979217529297
