mode,load,0_densenet161-8,1_mobilenet_v3_large-32,2_squeezenet1_0-4
mps-uncap,0.8,120.12644767761226,56.68228387832652,20.73849916458131
mps-uncap,0.9,159.15837287902852,84.16865110397337,65.48949241638182
mps-uncap,1.0,552.272071838379,153.3379578590393,948.5066080093387
mps-uncap,0.5,57.09638357162483,22.974514961242544,8.969926834106454
mps-uncap,0.6,66.77638292312623,26.751592159271244,12.639818191528319
mps-uncap,0.7,73.6620664596557,31.9750952720642,13.48352432250977
mps-uncap,0.1,42.20322847366333,13.046407699584961,4.702901840209962
mps-uncap,0.2,42.83682346343993,15.13465881347655,5.668601989746095
mps-uncap,0.3,46.36620521545411,17.625153064727776,6.727018356323243
mps-uncap,0.4,45.310649871826186,20.406703948974588,8.596000671386724
