mode,load,0_densenet161-8,1_mobilenet_v3_large-32,2_squeezenet1_0-4
mps-uncap,0.8,45.731782913208015,22.190785408020034,7.53326416015625
mps-uncap,0.9,78.15361022949219,35.904073715209954,29.059314727783203
mps-uncap,1.0,315.9511089324951,78.75962257385252,761.9745254516602
mps-uncap,0.5,14.947605133056637,7.152557373046877,2.9170274734497084
mps-uncap,0.6,18.417954444885254,8.238887786865233,3.9790630340576176
mps-uncap,0.7,27.951240539550785,11.364173889160158,4.6767711639404315
mps-uncap,0.1,0.0741720199584961,0.07104873657226562,0.06551742553710936
mps-uncap,0.2,7.298326492309571,2.912902832031249,0.9930133819580083
mps-uncap,0.3,10.84151268005372,4.88879680633545,1.8194437026977541
mps-uncap,0.4,13.516998291015623,6.395339965820314,2.456068992614746
