mode,load,0_densenet161-8,1_mobilenet_v3_large-32,2_squeezenet1_0-4
mps-uncap,0.8,19.70088481903076,6.609082221984863,2.3126602172851562
mps-uncap,0.9,22.626876831054688,6.9741010665893555,2.646923065185547
mps-uncap,1.0,24.50394630432129,7.181048393249512,2.936124801635742
mps-uncap,0.5,16.54791831970215,6.611227989196777,2.4650096893310547
mps-uncap,0.6,16.469478607177734,6.0634613037109375,2.397894859313965
mps-uncap,0.7,16.828298568725586,6.226897239685059,2.3314952850341797
mps-uncap,0.1,23.17798137664795,7.136344909667969,2.565145492553711
mps-uncap,0.2,18.624305725097656,6.920814514160156,2.518892288208008
mps-uncap,0.3,17.420291900634766,6.923913955688477,2.5043487548828125
mps-uncap,0.4,16.367197036743164,6.915807723999023,2.582073211669922
