mode,load,0_resnet101-32,1_efficientnet_b5-4,2_resnet101-4
mps-uncap,1.0,25.923967361450195,30.64751625061035,20.948290824890137
mig,1.0,40.914058685302734,15.569210052490234,11.27314567565918
