mode,load,0_resnet101-32,1_efficientnet_b5-4,2_resnet101-4
mps-uncap,1.0,0.004291534423828125,0.006198883056640625,0.000476837158203125
mig,1.0,0.000476837158203125,0.00476837158203125,0.000476837158203125
