mode,load,0_resnet101-32,1_efficientnet_b5-4,2_resnet101-4
mps-uncap,1.0,26.363611221313477,34.265804290771484,22.727513313293457
mig,1.0,41.40448570251465,15.820527076721193,11.40284538269043
