mode,load,0_resnet101-32,1_efficientnet_b5-4,2_resnet101-4
mps-uncap,1.0,24.126529693603516,27.03070640563965,15.386343002319336
mig,1.0,40.26460647583008,15.31839370727539,10.96653938293457
